Id,Zona,Numero,Nombre,PoblacionTotal,Varones,Mujeres,Edad 0-4,Edad 5-9,Edad 10-14,Edad 15-19,Edad 20-24,Edad 25-29,Edad 30-34,Edad 35-39,Edad40-44,Edad 45-49,Edad 50-54,Edad 55-59,Edad 60-64,Edad 65-69,Edad 70-74,Edad 75-79,Edad 80-84,Edad 84+,Hogares,HogaresNBI,% Hogares con NBI,PoblacionSinCobertura,PorcentajeSinCobertura
HPA Cura Brochero#61#6,6,0,HPA Cura Brochero#61#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Jardín Maternal El Barrilete,6,0,Jardín Maternal El Barrilete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#59#4",4,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#59#4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Polideportivo Social Granaderos Pringles,1,0,Polideportivo Social Granaderos Pringles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Casa Pueblo Córdoba del Centro,5,0,Casa Pueblo Córdoba del Centro,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#63#5,5,0,Hospital Municipal de Urgencias#63#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#24#4,4,0,Hospital Nuestra Señora de la Misericordia#24#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#37#3,3,0,HPA Comipaz#37#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#76#5,5,0,HPA Cura Brochero#76#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA San Jorge#63#5,5,0,HPA San Jorge#63#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Jardín Maternal Municipal Trapito,4,0,Jardín Maternal Municipal Trapito,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Merendero Construyendo Sonrisas,6,0,Merendero Construyendo Sonrisas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
CARITAS FELICES,3,0,CARITAS FELICES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#78#1,1,0,Hospital del Sureste “Florencio Díaz”#78#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#73#4,4,0,Hospital Infantil Municipalidad de Cordoba#73#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#71#3,3,0,Hospital Neuropsiquiátrico Provincial#71#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#89#4,4,0,Hospital Neuropsiquiátrico Provincial#89#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#89#4,4,0,Hospital Pediátrico del Niño Jesús#89#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Noroeste Elpidio Torres#00#4,4,0,Hospital Provincial del Noroeste Elpidio Torres#00#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Suroeste Eva Perón#39#4,4,0,Hospital Provincial del Suroeste Eva Perón#39#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Nuevo#75#3,3,0,Hospital San Roque Nuevo#75#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#07#2,2,0,HPA Comipaz#07#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#00#4,4,0,HPA Cura Brochero#00#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#66#6,6,0,HPA Cura Brochero#66#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#94#1,1,0,HPA Cura Brochero#94#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA San Jorge#17#1,1,0,HPA San Jorge#17#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#54#6",6,0,"Nueva Maternidad Provincial ""Brigadier Gral. Juan Bautista Bustos""#54#6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
DIENTE DE LECHE,2,0,DIENTE DE LECHE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Cordoba#54#6,6,0,Hospital Cordoba#54#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital de Niños de la Santísima Trinidad#21#6,6,0,Hospital de Niños de la Santísima Trinidad#21#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#08#2,2,0,Hospital del Sureste “Florencio Díaz”#08#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#51#1,1,0,Hospital del Sureste “Florencio Díaz”#51#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#49#6,6,0,Hospital Infantil Municipalidad de Cordoba#49#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#67#6,6,0,Hospital Infantil Municipalidad de Cordoba#67#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#15#1,1,0,Hospital Municipal de Urgencias#15#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal Villa el Libertador Principe de Asturias#17#1,1,0,Hospital Municipal Villa el Libertador Principe de Asturias#17#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal Villa el Libertador Principe de Asturias#48#1,1,0,Hospital Municipal Villa el Libertador Principe de Asturias#48#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal Villa el Libertador Principe de Asturias#87#5,5,0,Hospital Municipal Villa el Libertador Principe de Asturias#87#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal Villa el Libertador Principe de Asturias#92#6,6,0,Hospital Municipal Villa el Libertador Principe de Asturias#92#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#99#5,5,0,Hospital Neuropsiquiátrico Provincial#99#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#06#6,6,0,Hospital Nuestra Señora de la Misericordia#06#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#46#4,4,0,Hospital Nuestra Señora de la Misericordia#46#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#42#4,4,0,Hospital Pediátrico del Niño Jesús#42#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#60#6,6,0,Hospital Pediátrico del Niño Jesús#60#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Pediátrico del Niño Jesús#82#6,6,0,Hospital Pediátrico del Niño Jesús#82#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Provincial del Suroeste Eva Perón#29#5,5,0,Hospital Provincial del Suroeste Eva Perón#29#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#52#5,5,0,Hospital Rawson#52#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#66#6,6,0,HPA Comipaz#66#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#64#3,3,0,HPA Cura Brochero#64#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#84#2,2,0,HPA Cura Brochero#84#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#95#3,3,0,HPA Cura Brochero#95#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Parque Educativo Sureste,3,0,Parque Educativo Sureste,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Polideportivo Social de Villa Aspacia,5,0,Polideportivo Social de Villa Aspacia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
90,3,AP90,ITUZAINGO ANEXO,9111,4424,4687,518,636,651,712,838,786,717,650,657,557,478,421,385,337,292,211,136,121,2335,233,10.00,5467,60%
LA MAMITA,6,0,LA MAMITA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Parque Educativo Noroeste,6,0,Parque Educativo Noroeste,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Polideportivo Social de Caceres,4,0,Polideportivo Social de Caceres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#11#3,3,0,Clínica Mehelar#11#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#91#2,2,0,Clínica Mehelar#91#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#98#2,2,0,Clínica San Nicolás#98#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Corteza Botánica y Salud Integral (Taller de Hotel Inminente),0,0,Corteza Botánica y Salud Integral (Taller de Hotel Inminente),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#38#3,3,0,Hospital Infantil Municipalidad de Cordoba#38#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#30#5,5,0,Hospital Municipal de Urgencias#30#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#00#4,4,0,Hospital Neuropsiquiátrico Provincial#00#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#31#6,6,0,Hospital Neuropsiquiátrico Provincial#31#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HORMIGUITAS VIAJERAS,3,0,HORMIGUITAS VIAJERAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#56#2,2,0,Hospital Infantil Municipalidad de Cordoba#56#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Infantil Municipalidad de Cordoba#84#2,2,0,Hospital Infantil Municipalidad de Cordoba#84#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#17#1,1,0,Hospital Municipal de Urgencias#17#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Municipal de Urgencias#85#1,1,0,Hospital Municipal de Urgencias#85#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#81#3,3,0,Hospital Nuestra Señora de la Misericordia#81#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#06#6,6,0,Hospital Rawson#06#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Rawson#16#6,6,0,Hospital Rawson#16#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#49#6,6,0,HPA Comipaz#49#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Comipaz#70#5,5,0,HPA Comipaz#70#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Cura Brochero#17#1,1,0,HPA Cura Brochero#17#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
LA CASITA DE POMPIS,5,0,LA CASITA DE POMPIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Las Vertientes,1,0,Las Vertientes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
10,2,AP10,COLONIA LOLA,10903,5282,5621,620,761,779,852,1003,940,858,778,786,667,572,504,461,404,349,253,163,145,2829,282,10.00,6542,60%
Clínica Mehelar#45#4,4,0,Clínica Mehelar#45#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica Mehelar#84#2,2,0,Clínica Mehelar#84#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Clínica San Nicolás#29#5,5,0,Clínica San Nicolás#29#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Cordoba#14#1,1,0,Hospital Cordoba#14#1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#40#4,4,0,Hospital Materno Neonatal “Min. Prof. Dr. Ramón Carrillo”#40#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Neuropsiquiátrico Provincial#83#5,5,0,Hospital Neuropsiquiátrico Provincial#83#5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#20#6,6,0,Hospital Nuestra Señora de la Misericordia#20#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#57#6,6,0,Hospital Nuestra Señora de la Misericordia#57#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Nuestra Señora de la Misericordia#59#4,4,0,Hospital Nuestra Señora de la Misericordia#59#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital San Roque Viejo#80#2,2,0,Hospital San Roque Viejo#80#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital Tránsito Cáceres de Allende#45#4,4,0,Hospital Tránsito Cáceres de Allende#45#4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#37#3,3,0,HPA Madre Teresa de Calcuta#37#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
HPA Madre Teresa de Calcuta#80#2,2,0,HPA Madre Teresa de Calcuta#80#2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
MIGUITAS DE PAN,1,0,MIGUITAS DE PAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
62,6,AP62,VILLA CORNU,7235,3515,3720,411,505,517,566,665,624,569,516,522,442,380,334,306,268,231,168,108,96,1950,214,11.00,4341,60%
Casa Pueblo Norte,6,0,Casa Pueblo Norte,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital de Niños de la Santísima Trinidad#57#6,6,0,Hospital de Niños de la Santísima Trinidad#57#6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
Hospital del Sureste “Florencio Díaz”#71#3,3,0,Hospital del Sureste “Florencio Díaz”#71#3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.00,NULL,0%
