Centro,Direccion,Longitud,Latitud,Tipo,Id,Ciudad,Horario,institucion
Hospital Municipal de Urgencias#00#4,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#00#4,"Córdoba, Argentina",NULL,CS 100 - Heroes de Malvinas Vicor
Hospital Pediátrico del Niño Jesús#44#4,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#44#4,"Córdoba, Argentina",NULL,CS 044 - Bella Vista
Hospital Neuropsiquiátrico Provincial#65#5,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Provincial del Noroeste Elpidio Torres#57#6,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#57#6,"Córdoba, Argentina",NULL,CS 057 - Arguello I.P.V
Hospital Nuestra Señora de la Misericordia#96#3,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#96#3,"Córdoba, Argentina",NULL,CS 096 - Jose Ignacio Diaz 1 Seccion
Hospital Neuropsiquiátrico Provincial#29#5,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#29#5,"Córdoba, Argentina",NULL,CS 029 - Villa Siburu
Hospital Municipal Villa el Libertador Principe de Asturias#65#5,Defensa 1200,-64.21937581,-31.46900843,Hospital Municipal Cordoba,Hospital Municipal Villa el Libertador Principe de Asturias#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Neuropsiquiátrico Provincial#39#4,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#39#4,"Córdoba, Argentina",NULL,CS 039 - Ferrer
Hospital Pediátrico del Niño Jesús#11#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Hospital Pediátrico del Niño Jesús#64#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#64#3,"Córdoba, Argentina",NULL,CS 064 - Ona Biallet
Hospital Neuropsiquiátrico Provincial#67#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
Hospital Neuropsiquiátrico Provincial#34#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#34#6,"Córdoba, Argentina",NULL,CS 034 - Villa 9 de Julio
Hospital Nuestra Señora de la Misericordia#83#5,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Hospital Municipal de Urgencias#05#2,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital Provincial del Noroeste Elpidio Torres#68#3,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
Hospital Neuropsiquiátrico Provincial#54#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#54#6,"Córdoba, Argentina",NULL,CS 054 - Los Boulevares
Hospital Municipal Villa el Libertador Principe de Asturias#74#1,Defensa 1200,-64.21937581,-31.46900843,Hospital Municipal Cordoba,Hospital Municipal Villa el Libertador Principe de Asturias#74#1,"Córdoba, Argentina",NULL,CS 074 - Villa Esquiu
Hospital Pediátrico del Niño Jesús#75#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#75#3,"Córdoba, Argentina",NULL,CS 075 - Cerveceros
Hospital Municipal de Urgencias#18#1,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
Hospital Neuropsiquiátrico Provincial#59#4,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#59#4,"Córdoba, Argentina",NULL,CS 059 - Congreso
Hospital Neuropsiquiátrico Provincial#03#2,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#03#2,"Córdoba, Argentina",NULL,CS 003 - Los Pinos
Hospital Neuropsiquiátrico Provincial#60#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#60#6,"Córdoba, Argentina",NULL,CS 060 - Marquez Anexo
Hospital Pediátrico del Niño Jesús#26#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#26#5,"Córdoba, Argentina",NULL,CS 026 - Santa Ana
Hospital Nuestra Señora de la Misericordia#72#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#72#2,"Córdoba, Argentina",NULL,CS 072 - La Floresta
Hospital Nuestra Señora de la Misericordia#98#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
Hospital Provincial del Noroeste Elpidio Torres#79#4,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#79#4,"Córdoba, Argentina",NULL,CS 079 - Albert Sabin
Hospital Nuestra Señora de la Misericordia#89#4,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#89#4,"Córdoba, Argentina",NULL,CS 089 - Villa Rivadavia
Hospital Neuropsiquiátrico Provincial#11#3,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#11#3,"Córdoba, Argentina",NULL,CS 011 - Crisol Sur
Hospital Pediátrico del Niño Jesús#83#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#83#5,"Córdoba, Argentina",NULL,CS 083 - Ameghino Norte
Hospital Neuropsiquiátrico Provincial#68#3,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#68#3,"Córdoba, Argentina",NULL,CS 068 - Carcano
Hospital Pediátrico del Niño Jesús#30#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#30#5,"Córdoba, Argentina",NULL,CS 030 - Villa Paez
Hospital Neuropsiquiátrico Provincial#69#2,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
Hospital Nuestra Señora de la Misericordia#97#4,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital Nuestra Señora de la Misericordia#81#3,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#81#3,"Córdoba, Argentina",NULL,CS 081 - San Lorenzo
Hospital Neuropsiquiátrico Provincial#45#4,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#45#4,"Córdoba, Argentina",NULL,CS 045 - Cabo Farina
Hospital Neuropsiquiátrico Provincial#62#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#62#6,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
Hospital Pediátrico del Niño Jesús#06#6,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#06#6,"Córdoba, Argentina",NULL,CS 006 - Villa Rivera Indarte
Hospital Pediátrico del Niño Jesús#43#4,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#43#4,"Córdoba, Argentina",NULL,CS 043 - Guemes
Hospital Nuestra Señora de la Misericordia#85#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#85#1,"Córdoba, Argentina",NULL,CS 085 - Patricios Este
Hospital Pediátrico del Niño Jesús#07#2,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#07#2,"Córdoba, Argentina",NULL,CS 007 - Pueyrredon
Hospital Pediátrico del Niño Jesús,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús,"Córdoba, Argentina",NULL,CS 025 - San Martin
Hospital Neuropsiquiátrico Provincial#63#5,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#63#5,"Córdoba, Argentina",NULL,CS 063 - Parque Republica
Hospital Provincial del Noroeste Elpidio Torres#90#3,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#90#3,"Córdoba, Argentina",NULL,CS 090 - Ituzaingo Anexo
Hospital Municipal de Urgencias#20#6,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#20#6,"Córdoba, Argentina",NULL,CS 020 - Las Margaritas
Hospital Pediátrico del Niño Jesús#86#4,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Hospital Neuropsiquiátrico Provincial#81#3,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#81#3,"Córdoba, Argentina",NULL,CS 081 - San Lorenzo
Hospital Pediátrico del Niño Jesús#61#6,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#61#6,"Córdoba, Argentina",NULL,CS 061 - Barrio el Cerrito
Hospital Pediátrico del Niño Jesús#15#1,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#15#1,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
Hospital Pediátrico del Niño Jesús#01#6,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#01#6,"Córdoba, Argentina",NULL,CS 101 - 12 de Julio
Hospital Neuropsiquiátrico Provincial#72#2,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#72#2,"Córdoba, Argentina",NULL,CS 072 - La Floresta
Hospital Provincial del Noroeste Elpidio Torres#02#3,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#02#3,"Córdoba, Argentina",NULL,CS 002 - Los Sauces
Hospital Neuropsiquiátrico Provincial#70#5,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#70#5,"Córdoba, Argentina",NULL,CS 070 - Estacion Flores
Hospital Neuropsiquiátrico Provincial#82#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#82#6,"Córdoba, Argentina",NULL,CS 082 - Villa Allende Parque
Hospital Provincial del Noroeste Elpidio Torres#98#2,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
Hospital Nuestra Señora de la Misericordia#88#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#88#2,"Córdoba, Argentina",NULL,CS 088 - Villa la Merced
Hospital Municipal de Urgencias#38#3,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#38#3,"Córdoba, Argentina",NULL,CS 038 - Urquiza
Hospital Pediátrico del Niño Jesús#18#1,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
Hospital Neuropsiquiátrico Provincial#48#1,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#48#1,"Córdoba, Argentina",NULL,CS 048 - Villa Azalais Este
Hospital Pediátrico del Niño Jesús#35#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#35#3,"Córdoba, Argentina",NULL,CS 035 - Villa Revol
Hospital Provincial del Suroeste Eva Perón#17#1,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#17#1,"Córdoba, Argentina",NULL,CS 017 - Villa Azalais Oeste
Hospital Neuropsiquiátrico Provincial#76#5,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#76#5,"Córdoba, Argentina",NULL,CS 076 - Villa Union
Hospital Pediátrico del Niño Jesús#02#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#02#3,"Córdoba, Argentina",NULL,CS 002 - Los Sauces
Hospital Municipal de Urgencias#41#4,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#41#4,"Córdoba, Argentina",NULL,CS 041 - Villa el Libertador
Hospital Nuestra Señora de la Misericordia#93#5,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#93#5,"Córdoba, Argentina",NULL,CS 093 - Villa la Tela
Hospital Neuropsiquiátrico Provincial#95#3,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#95#3,"Córdoba, Argentina",NULL,CS 095 - Camino 60 Cuadras
Hospital Neuropsiquiátrico Provincial#49#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#49#6,"Córdoba, Argentina",NULL,CS 049 - Colinas del Cerro
Hospital Pediátrico del Niño Jesús#41#4,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#41#4,"Córdoba, Argentina",NULL,CS 041 - Villa el Libertador
Hospital Provincial del Suroeste Eva Perón#25#1,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
Hospital Pediátrico del Niño Jesús#52#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#52#5,"Córdoba, Argentina",NULL,CS 052 - Villa Urquiza
Hospital Pediátrico del Niño Jesús#62#6,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#62#6,"Córdoba, Argentina",NULL,CS 062 - Villa Cornu
Hospital Nuestra Señora de la Misericordia#13#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#13#1,"Córdoba, Argentina",NULL,CS 013 - Hipolito Yrigoyen
Hospital Municipal de Urgencias#65#5,Catamarca 441,-64.17592637,-31.41266607,Hospital Municipal Cordoba,Hospital Municipal de Urgencias#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Provincial del Noroeste Elpidio Torres#13#1,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#13#1,"Córdoba, Argentina",NULL,CS 013 - Hipolito Yrigoyen
Hospital Neuropsiquiátrico Provincial#66#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#66#6,"Córdoba, Argentina",NULL,CS 066 - Mercantil Anexo
Hospital Provincial del Suroeste Eva Perón#65#5,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Neuropsiquiátrico Provincial#92#6,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#92#6,"Córdoba, Argentina",NULL,CS 092 - Los Cortaderos
Hospital Nuestra Señora de la Misericordia#27#3,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#27#3,"Córdoba, Argentina",NULL,CS 027 - Pilar
Hospital Pediátrico del Niño Jesús#05#2,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#05#2,"Córdoba, Argentina",NULL,CS 005 - Yofre Norte
Hospital Provincial del Suroeste Eva Perón#66#6,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#66#6,"Córdoba, Argentina",NULL,CS 066 - Mercantil Anexo
Hospital Municipal Villa el Libertador Principe de Asturias#01#6,Defensa 1200,-64.21937581,-31.46900843,Hospital Municipal Cordoba,Hospital Municipal Villa el Libertador Principe de Asturias#01#6,"Córdoba, Argentina",NULL,CS 101 - 12 de Julio
Hospital Neuropsiquiátrico Provincial#97#4,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#97#4,"Córdoba, Argentina",NULL,CS 097 - Cabildo
Hospital Pediátrico del Niño Jesús#65#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#65#5,"Córdoba, Argentina",NULL,CS 065 - San Roque
Hospital Neuropsiquiátrico Provincial#85#1,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#85#1,"Córdoba, Argentina",NULL,CS 085 - Patricios Este
Hospital Provincial del Suroeste Eva Perón#69#2,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#69#2,"Córdoba, Argentina",NULL,CS 069 - Gral Arenales
Hospital Municipal Villa el Libertador Principe de Asturias#09#5,Defensa 1200,-64.21937581,-31.46900843,Hospital Municipal Cordoba,Hospital Municipal Villa el Libertador Principe de Asturias#09#5,"Córdoba, Argentina",NULL,CS 009 - Alberdi Oeste
Hospital Neuropsiquiátrico Provincial#86#4,León Morra 123,-64.1711846716938,-31.4165625189589,Hospital Provincial Cordoba,Hospital Neuropsiquiátrico Provincial#86#4,"Córdoba, Argentina",NULL,CS 086 - Villa el Libertador Anexo
Hospital Provincial del Noroeste Elpidio Torres#16#6,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#16#6,"Córdoba, Argentina",NULL,CS 016 - Zumaran
Hospital Nuestra Señora de la Misericordia#01#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#01#1,"Córdoba, Argentina",NULL,CS 001 - General Mosconi
Hospital Municipal Villa el Libertador Principe de Asturias#15#1,Defensa 1200,-64.21937581,-31.46900843,Hospital Municipal Cordoba,Hospital Municipal Villa el Libertador Principe de Asturias#15#1,"Córdoba, Argentina",NULL,CS 015 - Remedios de Escalada
Hospital Pediátrico del Niño Jesús#08#2,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital Nuestra Señora de la Misericordia#01#6,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#01#6,"Córdoba, Argentina",NULL,CS 101 - 12 de Julio
Hospital Nuestra Señora de la Misericordia#04#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#04#1,"Córdoba, Argentina",NULL,CS 004 - Nueva Italia
Hospital Pediátrico del Niño Jesús#09#5,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#09#5,"Córdoba, Argentina",NULL,CS 009 - Alberdi Oeste
Hospital Nuestra Señora de la Misericordia#08#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital Provincial del Noroeste Elpidio Torres#41#4,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#41#4,"Córdoba, Argentina",NULL,CS 041 - Villa el Libertador
Hospital Nuestra Señora de la Misericordia#50#5,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#50#5,"Córdoba, Argentina",NULL,CS 050 - Villa Adela
Hospital Pediátrico del Niño Jesús#90#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#90#3,"Córdoba, Argentina",NULL,CS 090 - Ituzaingo Anexo
Hospital Nuestra Señora de la Misericordia#02#3,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#02#3,"Córdoba, Argentina",NULL,CS 002 - Los Sauces
Hospital Nuestra Señora de la Misericordia#10#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#10#2,"Córdoba, Argentina",NULL,CS 010 - Colonia Lola
Hospital Nuestra Señora de la Misericordia#18#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#18#1,"Córdoba, Argentina",NULL,CS 018 - San Jorge
Hospital Pediátrico del Niño Jesús#14#1,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#14#1,"Córdoba, Argentina",NULL,CS 014 - General Bustos
Hospital Provincial del Noroeste Elpidio Torres#52#5,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#52#5,"Córdoba, Argentina",NULL,CS 052 - Villa Urquiza
Hospital Pediátrico del Niño Jesús#74#1,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#74#1,"Córdoba, Argentina",NULL,CS 074 - Villa Esquiu
Hospital Provincial del Suroeste Eva Perón#98#2,Santa Ana 4860,-64.2498968705219,-31.4121076828043,Hospital Provincial Cordoba,Hospital Provincial del Suroeste Eva Perón#98#2,"Córdoba, Argentina",NULL,CS 098 - Mercado de Abasto
Hospital Pediátrico del Niño Jesús#04#1,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#04#1,"Córdoba, Argentina",NULL,CS 004 - Nueva Italia
Hospital Nuestra Señora de la Misericordia#66#6,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#66#6,"Córdoba, Argentina",NULL,CS 066 - Mercantil Anexo
Hospital Provincial del Noroeste Elpidio Torres#55#5,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#55#5,"Córdoba, Argentina",NULL,CS 055 - Las Palmas
Hospital Nuestra Señora de la Misericordia#80#2,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#80#2,"Córdoba, Argentina",NULL,CS 080 - Renacimiento
Hospital Provincial del Noroeste Elpidio Torres#67#6,AV JUAN B JUSTO 7100,-64.1743729491506,-31.3354794190823,Hospital Provincial Cordoba,Hospital Provincial del Noroeste Elpidio Torres#67#6,"Córdoba, Argentina",NULL,CS 067 - 16 de Noviembre
Hospital Nuestra Señora de la Misericordia#25#1,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#25#1,"Córdoba, Argentina",NULL,CS 025 - San Martin
Hospital Rawson#08#2,Bajada Pucará 2025,-64.1691513061523,-31.4289112091064,Hospital Provincial Cordoba,Hospital Rawson#08#2,"Córdoba, Argentina",NULL,CS 008 - Acosta
Hospital Rawson#26#5,Bajada Pucará 2025,-64.1691513061523,-31.4289112091064,Hospital Provincial Cordoba,Hospital Rawson#26#5,"Córdoba, Argentina",NULL,CS 026 - Santa Ana
Hospital Nuestra Señora de la Misericordia#20#6,Belgrano 1502,-64.1970672607422,-31.4333457946777,Hospital Provincial Cordoba,Hospital Nuestra Señora de la Misericordia#20#6,"Córdoba, Argentina",NULL,CS 020 - Las Margaritas
Hospital Pediátrico del Niño Jesús#96#3,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#96#3,"Córdoba, Argentina",NULL,CS 096 - Jose Ignacio Diaz 1 Seccion
Hospital Pediátrico del Niño Jesús#20#6,Av. Castro Barros 650,-64.1974639892578,-31.3991355895996,Hospital Provincial Cordoba,Hospital Pediátrico del Niño Jesús#20#6,"Córdoba, Argentina",NULL,CS 020 - Las Margaritas
Hospital Rawson#32#2,Bajada Pucará 2025,-64.1691513061523,-31.4289112091064,Hospital Provincial Cordoba,Hospital Rawson#32#2,"Córdoba, Argentina",NULL,CS 032 - Yapeyu
